departamento,ano,semana,casos,fecha,año,mes,trimestre,semana_año,dia_año,mes_sin,mes_cos,semana_sin,semana_cos,casos_lag_1,casos_lag_2,casos_lag_4,casos_lag_8,casos_lag_12,casos_ma_4,casos_std_4,casos_max_4,casos_ma_8,casos_std_8,casos_max_8,casos_ma_12,casos_std_12,casos_max_12,casos_ma_26,casos_std_26,casos_max_26,casos_diff_1,casos_pct_change_1,casos_diff_4,casos_pct_change_4,casos_diff_52,casos_pct_change_52,casos_media_region,casos_std_region,casos_max_region,casos_min_region,casos_ratio_media,casos_zscore,anomalia_if,score_if,anomalia_lof,anomalia_ocsvm,anomalia_consenso,media_historica,std_historica,nivel_riesgo,nivel_estadistico,nivel_anomalia,z_score,consenso_modelos,casos_actual,media_historica.1,desviacion_media,porcentaje_incremento
JUNIN,2021,9,104,2021-03-01,2021,3,1,9,60,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,63.0,75.0,73.0,139.0,211.0,75.75,19.822125684867064,104.0,72.75,15.210428753231872,104.0,91.66666666666669,44.53667198517592,195.0,103.0,47.36918829787989,211.0,41.0,0.6507936507936507,31.0,0.4246575342465752,0.0,0.0,25.85395537525355,38.286801341036,211,1,4.022595324023223,2.041070078658911,0,-0.5858463106640266,0,1,0,69.25,52.211438533385525,medio,normal,medio,0.6655629681181803,1,104,69.25,34.75,50.18050541516246
JUNIN,2021,10,113,2021-03-08,2021,3,1,10,67,1.0,6.123233995736766e-17,0.9350162426854148,0.3546048870425355,104.0,63.0,61.0,60.0,195.0,88.75,23.61320252175323,113.0,79.375,19.73349219691523,113.0,84.83333333333333,31.6740023401279,139.0,104.6923076923077,46.8894608463516,211.0,9.0,0.0865384615384614,52.0,0.8524590163934427,6.0,0.0560747663551401,25.85395537525355,38.286801341036,211,1,4.370704534756002,2.276138031184727,0,-0.5720351021755444,0,0,0,69.25,52.211438533385525,normal,normal,normal,0.8379389886379968,0,113,69.25,43.75,63.1768953068592
JUNIN,2021,11,119,2021-03-15,2021,3,1,11,74,1.0,6.123233995736766e-17,0.970941817426052,0.239315664287558,113.0,104.0,75.0,62.0,139.0,99.75,25.26361019331956,119.0,86.5,22.640040383608607,119.0,83.16666666666667,28.975956595185327,139.0,106.1153846153846,46.734421509698336,211.0,6.0,0.0530973451327434,44.0,0.5866666666666667,13.0,0.1226415094339623,25.85395537525355,38.286801341036,211,1,4.602777341911188,2.432849999535271,0,-0.5571160177956083,0,0,0,69.36538461538461,52.30304937916124,normal,normal,normal,0.9489812921766466,0,119,69.36538461538461,49.63461538461539,71.55530912115331
JUNIN,2021,12,96,2021-03-22,2021,3,1,12,81,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,119.0,113.0,63.0,84.0,45.0,108.0,10.09950493836207,119.0,88.0,22.84731931759173,119.0,87.41666666666667,26.503716148815297,139.0,106.96153846153848,46.32708129742756,211.0,-23.0,-0.1932773109243697,33.0,0.5238095238095237,-5.0,-0.0495049504950495,25.85395537525355,38.286801341036,211,1,3.713164914482976,1.832120787524852,0,-0.5531232875055285,0,0,0,69.61538461538461,52.51224090578514,normal,normal,normal,0.5024469519774133,0,96,69.61538461538461,26.384615384615387,37.90055248618785
JUNIN,2021,13,131,2021-03-29,2021,3,1,13,88,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,96.0,119.0,104.0,73.0,139.0,114.75,14.56880228433346,131.0,95.25,26.342524014007683,131.0,86.75,25.1545224562106,131.0,109.6923076923077,45.53396027649626,211.0,35.0,0.3645833333333332,27.0,0.2596153846153846,41.0,0.4555555555555555,25.85395537525355,38.286801341036,211,1,5.06692295622156,2.746273936236359,0,-0.5609642406919402,0,0,0,69.51923076923077,52.45819638554244,normal,normal,normal,1.1719954833924375,0,131,69.51923076923077,61.480769230769226,88.43706777316734
JUNIN,2021,14,135,2021-04-05,2021,4,2,14,95,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.1205366802553228,131.0,96.0,113.0,61.0,60.0,120.25,17.538053863907855,135.0,104.5,25.57900925144901,135.0,93.0,27.142720437113063,135.0,112.34615384615384,44.89181868242125,211.0,4.0,0.0305343511450382,22.0,0.1946902654867257,85.0,1.7000000000000002,25.85395537525355,38.286801341036,211,1,5.221638160991684,2.8507485818033884,0,-0.5634768316582501,0,0,0,70.3076923076923,53.07654053679888,normal,normal,normal,1.2188493642959906,0,135,70.3076923076923,64.6923076923077,92.01312910284464
JUNIN,2021,15,120,2021-04-12,2021,4,2,15,102,0.8660254037844387,-0.4999999999999998,0.970941817426052,-0.2393156642875575,135.0,131.0,119.0,75.0,62.0,120.5,17.52141546793523,135.0,110.125,22.980970388562795,135.0,97.83333333333331,26.27073495643997,135.0,114.3846153846154,43.94367023640782,211.0,-15.0,-0.1111111111111111,1.0,0.0084033613445377,66.0,1.2222222222222223,25.85395537525355,38.286801341036,211,1,4.641456143103719,2.4589686609270283,0,-0.5571946899455068,0,0,0,71.9423076923077,53.74354989535446,normal,normal,normal,0.8942039072831391,0,120,71.9423076923077,48.05769230769231,66.80032076984763
JUNIN,2021,16,126,2021-04-19,2021,4,2,16,109,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.3546048870425354,120.0,135.0,96.0,63.0,84.0,128.0,6.480740698407859,135.0,118.0,13.266499161421596,135.0,101.33333333333331,27.046536774884007,135.0,115.76923076923076,43.71114978337468,211.0,6.0,0.05,30.0,0.3125,92.0,2.7058823529411766,25.85395537525355,38.286801341036,211,1,4.873528950258905,2.615680629277572,0,-0.5772960884011851,0,0,0,73.21153846153847,54.08973536722597,normal,normal,normal,0.975942314749188,0,126,73.21153846153847,52.78846153846153,72.10401891252954
JUNIN,2021,17,133,2021-04-26,2021,4,2,17,116,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,126.0,120.0,131.0,104.0,73.0,128.5,6.855654600401042,135.0,121.625,12.850097275896395,135.0,106.33333333333331,26.87795085984501,135.0,116.6153846153846,43.82791523499783,211.0,7.0,0.0555555555555555,2.0,0.0152671755725191,114.0,6.0,25.85395537525355,38.286801341036,211,1,5.144280558606622,2.798511259019873,0,-0.5726806580404561,0,0,0,74.98076923076923,54.28627471954673,normal,normal,normal,1.0687642699553286,0,133,74.98076923076923,58.01923076923077,77.37881508078995
JUNIN,2021,18,103,2021-05-03,2021,5,2,18,123,0.4999999999999999,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,133.0,126.0,135.0,113.0,61.0,120.5,12.819256348686272,133.0,120.375,14.222090463179354,135.0,109.83333333333331,22.87449287399449,135.0,116.34615384615384,43.89163228470076,211.0,-30.0,-0.225563909774436,-32.0,-0.237037037037037,74.0,2.5517241379310347,25.85395537525355,38.286801341036,211,1,3.983916522830692,2.0149514172671537,0,-0.5735923919035143,0,0,0,77.17307692307692,54.283107239024034,normal,normal,normal,0.4757819585234824,0,103,77.17307692307692,25.82692307692308,33.466234737104415
JUNIN,2021,19,106,2021-05-10,2021,5,2,19,130,0.4999999999999999,-0.8660254037844387,0.7485107481711013,-0.663122658240795,103.0,133.0,120.0,119.0,75.0,117.0,14.7648230602334,133.0,118.75,15.116216457830976,135.0,112.41666666666669,20.17405324277757,135.0,114.84615384615384,43.53820603349874,211.0,3.0,0.0291262135922329,-14.0,-0.1166666666666667,79.0,2.925925925925926,25.85395537525355,38.286801341036,211,1,4.099952926408285,2.0933074014424258,0,-0.5597524851949985,0,0,0,78.59615384615384,53.9644979939643,normal,normal,normal,0.5078124910364433,0,106,78.59615384615384,27.40384615384616,34.86665035478347
JUNIN,2021,20,146,2021-05-17,2021,5,2,20,137,0.4999999999999999,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,106.0,103.0,126.0,96.0,63.0,122.0,20.92844953645635,146.0,125.0,14.696938456699067,146.0,119.33333333333331,15.340577998671783,146.0,114.8076923076923,43.509097191984345,211.0,40.0,0.3773584905660376,20.0,0.1587301587301588,130.0,8.125,25.85395537525355,38.286801341036,211,1,5.647104974109525,3.138053857112719,1,-0.5939422773559093,0,1,1,80.11538461538461,53.59421019583964,alto,normal,alto,1.229323375488978,2,146,80.11538461538461,65.88461538461539,82.23715794527125
JUNIN,2021,21,113,2021-05-24,2021,5,2,21,144,0.4999999999999999,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,146.0,106.0,133.0,131.0,104.0,117.0,19.78214683327705,146.0,122.75,15.021413287133043,146.0,120.08333333333331,14.730662722444755,146.0,113.0,42.52152396140102,211.0,-33.0,-0.226027397260274,-20.0,-0.150375939849624,94.0,4.947368421052632,25.85395537525355,38.286801341036,211,1,4.370704534756002,2.276138031184727,1,-0.5906902919645874,0,1,1,82.61538461538461,53.57682914672912,alto,normal,alto,0.5671223151598246,2,113,82.61538461538461,30.384615384615387,36.77839851024209
JUNIN,2021,22,71,2021-05-31,2021,5,2,22,151,0.4999999999999999,-0.8660254037844387,0.464723172043769,-0.8854560256532096,113.0,146.0,103.0,135.0,113.0,109.0,30.7571129984594,146.0,114.75,22.66369028077416,146.0,116.58333333333331,20.44708618198038,146.0,108.57692307692308,40.5602495819965,211.0,-42.0,-0.3716814159292035,-32.0,-0.3106796116504854,49.0,2.227272727272727,25.85395537525355,38.286801341036,211,1,2.7461948846697006,1.179154252730919,1,-0.5991603023455644,0,1,1,84.42307692307692,52.97070820370268,alto,normal,alto,-0.2534056533935229,2,71,84.42307692307692,-13.42307692307692,-15.899772209567194
JUNIN,2021,23,91,2021-06-07,2021,6,2,23,158,1.2246467991473532e-16,-1.0,0.3546048870425358,-0.9350162426854148,71.0,113.0,106.0,120.0,119.0,105.25,32.12864765283469,146.0,111.125,23.984742173783257,146.0,114.25,21.70515229994105,146.0,103.96153846153848,34.86715448009004,195.0,20.0,0.2816901408450705,-15.0,-0.1415094339622641,70.0,3.333333333333333,25.85395537525355,38.286801341036,211,1,3.51977090852032,1.7015274805660656,0,-0.5791223725705746,0,0,0,85.36538461538461,52.26967360028707,normal,normal,normal,0.1077989395477005,0,91,85.36538461538461,5.634615384615387,6.600585717503946
JUNIN,2021,24,91,2021-06-14,2021,6,2,24,165,1.2246467991473532e-16,-1.0,0.2393156642875576,-0.970941817426052,91.0,71.0,146.0,126.0,96.0,91.5,17.156145643277032,113.0,106.75,24.07577324080905,146.0,113.83333333333331,22.131151772736068,146.0,99.96153846153848,29.56820017414761,146.0,0.0,0.0,-55.0,-0.3767123287671232,77.0,5.5,25.85395537525355,38.286801341036,211,1,3.51977090852032,1.7015274805660656,0,-0.5661015690514004,0,0,0,86.71153846153847,51.47485071770739,normal,normal,normal,0.0833117819414345,0,91,86.71153846153847,4.288461538461533,4.9456642271013465
